Country or area,Urban Agglomeration,Latitude,Longitude,Population (in thousands),Country Code,proportion dirty fuel,estimated population burning dirty fuels,proportion electricity access,proportion below $1 per day,estimated addressable population
China,Dandong,40.1198,124.3739,877,CHN,0.10200000000000001,89454.0,1.0,0.0,89454
Sudan,Port Sudan (Bur Sudan),19.6195,37.2124,484,SDN,0.2285,110594.0,0.8151765442,0.0086985068576302,89369
South Africa,Pretoria,-25.7449,28.1878,2566,ZAF,0.040999999999999995,105206.0,0.8880626678,0.0447956252095753,89244
Thailand,Songkhla,7.1988,100.5951,967,THA,0.092,88964.0,1.0,0.0,88964
China,Zhangzhou,24.5133,117.6556,872,CHN,0.10200000000000001,88944.0,1.0,0.0,88944
Sudan,Al Obeid (Al Ubayyid),13.1842,30.2167,481,SDN,0.2285,109908.0,0.8151765442,0.0086985068576302,88815
China,Tianmen,30.6534,113.1605,870,CHN,0.10200000000000001,88740.0,1.0,0.0,88740
Thailand,Nonthaburi,13.8602,100.5218,963,THA,0.092,88596.0,1.0,0.0,88596
Mexico,Cuernavaca,18.9167,-99.25,1075,MEX,0.08299999999999999,89225.0,0.9980000305,0.0054642808223601,88560
India,Guwahati (Gauhati),26.1735,91.7503,1117,IND,0.079,88243.0,1.0,0.0023652678315167997,88034
India,Hubli-Dharwad,15.4587,75.0106,1117,IND,0.079,88243.0,1.0,0.0023652678315167997,88034
China,Linfen,36.0889,111.5189,858,CHN,0.10200000000000001,87516.0,1.0,0.0,87516
China,Xinyu,27.8043,114.9334,858,CHN,0.10200000000000001,87516.0,1.0,0.0,87516
China,Hengshui,37.7411,115.6781,857,CHN,0.10200000000000001,87414.0,1.0,0.0,87414
China,Deyang,31.1302,104.382,857,CHN,0.10200000000000001,87414.0,1.0,0.0,87414
China,Liaoyang,41.2719,123.1731,856,CHN,0.10200000000000001,87312.0,1.0,0.0,87312
Mexico,Chihuahua,28.6333,-106.0833,1055,MEX,0.08299999999999999,87565.0,0.9980000305,0.0054642808223601,86912
India,Salem,11.65,78.1667,1102,IND,0.079,87058.0,1.0,0.0023652678315167997,86852
China,Leiyang,26.4169,112.8503,851,CHN,0.10200000000000001,86802.0,1.0,0.0,86802
Afghanistan,Mazar-e Sharif,36.709,67.1109,533,AFG,0.163,86879.0,0.995,0.0,86445
China,Changzhi,36.1921,113.1155,846,CHN,0.10200000000000001,86292.0,1.0,0.0,86292
China,Jiangyin,31.9157,120.281,843,CHN,0.10200000000000001,85986.0,1.0,0.0,85986
China,Fuxin,42.0156,121.6589,839,CHN,0.10200000000000001,85578.0,1.0,0.0,85578
China,Xingtai,37.0631,114.4942,831,CHN,0.10200000000000001,84762.0,1.0,0.0,84762
China,Changde,29.0464,111.6783,830,CHN,0.10200000000000001,84660.0,1.0,0.0,84660
China,Huangshi,30.2068,115.0855,828,CHN,0.10200000000000001,84456.0,1.0,0.0,84456
China,Shangqiu,34.4244,115.6514,827,CHN,0.10200000000000001,84354.0,1.0,0.0,84354
Thailand,Pathum Thani,14.0135,100.5305,914,THA,0.092,84088.0,1.0,0.0,84088
China,Luzhou,28.8775,105.4408,823,CHN,0.10200000000000001,83946.0,1.0,0.0,83946
China,Baishan,41.9373,126.4229,822,CHN,0.10200000000000001,83844.0,1.0,0.0,83844
India,Saharanpur,29.9667,77.55,1054,IND,0.079,83266.0,1.0,0.0023652678315167997,83069
India,Jalandhar,31.3256,75.5792,1054,IND,0.079,83266.0,1.0,0.0023652678315167997,83069
China,Yibin,28.7667,104.6238,814,CHN,0.10200000000000001,83028.0,1.0,0.0,83028
China,Liling,27.6667,113.5,813,CHN,0.10200000000000001,82926.0,1.0,0.0,82926
Russian Federation,Kazan,55.7887,49.1221,1272,RUS,0.065,82680.0,1.0,0.0,82680
Mexico,Tampico,22.2167,-97.85,1001,MEX,0.08299999999999999,83083.0,0.9980000305,0.0054642808223601,82464
Russian Federation,Nizhniy Novgorod,56.3287,44.0021,1258,RUS,0.065,81770.0,1.0,0.0,81770
China,Xinyang,32.1289,114.0746,797,CHN,0.10200000000000001,81294.0,1.0,0.0,81294
India,Solapur,17.6833,75.9167,1031,IND,0.079,81449.0,1.0,0.0023652678315167997,81256
China,Heze,35.2451,115.4598,795,CHN,0.10200000000000001,81090.0,1.0,0.0,81090
Mexico,Saltillo,25.4167,-101.0,984,MEX,0.08299999999999999,81672.0,0.9980000305,0.0054642808223601,81063
China,Yangquan,37.8558,113.5826,794,CHN,0.10200000000000001,80988.0,1.0,0.0,80988
Afghanistan,Kandahar,31.6133,65.7101,498,AFG,0.163,81174.0,0.995,0.0,80768
China,Xinghua,32.9373,119.8387,791,CHN,0.10200000000000001,80682.0,1.0,0.0,80682
Mexico,Acapulco de Juárez,16.8634,-99.8901,979,MEX,0.08299999999999999,81257.0,0.9980000305,0.0054642808223601,80651
Namibia,Windhoek,-22.5594,17.0832,431,NAM,0.259,111629.0,0.7466879272,0.0336815053698842,80545
India,Siliguri,26.7161,88.4236,1020,IND,0.079,80580.0,1.0,0.0023652678315167997,80389
China,Xiaogan,30.9256,113.9175,783,CHN,0.10200000000000001,79866.0,1.0,0.0,79866
China,Haicheng,40.8552,122.7434,783,CHN,0.10200000000000001,79866.0,1.0,0.0,79866
Russian Federation,Chelyabinsk,55.1544,61.4297,1228,RUS,0.065,79820.0,1.0,0.0,79820
China,Yongzhou,26.4351,111.6063,782,CHN,0.10200000000000001,79764.0,1.0,0.0,79764
China,Zhuji,29.7132,120.2368,778,CHN,0.10200000000000001,79356.0,1.0,0.0,79356
China,Huludao,40.7524,120.8355,775,CHN,0.10200000000000001,79050.0,1.0,0.0,79050
China,Jiaozuo,35.2397,113.2331,767,CHN,0.10200000000000001,78234.0,1.0,0.0,78234
Mexico,Morelia,19.7008,-101.1844,949,MEX,0.08299999999999999,78767.0,0.9980000305,0.0054642808223601,78180
China,Tianshui,34.5809,105.7237,765,CHN,0.10200000000000001,78030.0,1.0,0.0,78030
Mexico,Cancún,21.1743,-86.8466,944,MEX,0.08299999999999999,78352.0,0.9980000305,0.0054642808223601,77768
China,Kuerle,41.7646,86.1472,761,CHN,0.10200000000000001,77622.0,1.0,0.0,77622
China,Shaoguan,24.8,113.5833,761,CHN,0.10200000000000001,77622.0,1.0,0.0,77622
China,Liaocheng,36.4551,115.9826,761,CHN,0.10200000000000001,77622.0,1.0,0.0,77622
China,Quzhou,28.9594,118.8686,758,CHN,0.10200000000000001,77316.0,1.0,0.0,77316
Russian Federation,Omsk,55.0,73.4,1182,RUS,0.065,76830.0,1.0,0.0,76830
China,Huaihua,27.5494,109.9592,752,CHN,0.10200000000000001,76704.0,1.0,0.0,76704
China,Taixing,32.1667,120.0136,748,CHN,0.10200000000000001,76296.0,1.0,0.0,76296
Mexico,Veracruz,19.2,-96.1333,919,MEX,0.08299999999999999,76277.0,0.9980000305,0.0054642808223601,75708
China,Bozhou,33.8703,115.777,742,CHN,0.10200000000000001,75684.0,1.0,0.0,75684
India,Warangal,18.0,79.5833,960,IND,0.079,75840.0,1.0,0.0023652678315167997,75661
Russian Federation,Samara,53.2001,50.15,1163,RUS,0.065,75595.0,1.0,0.0,75595
China,Langfang,39.5097,116.6947,740,CHN,0.10200000000000001,75480.0,1.0,0.0,75480
China,Kunshan ,31.3881,120.9629,738,CHN,0.10200000000000001,75276.0,1.0,0.0,75276
China,Zigong,29.3416,104.7769,737,CHN,0.10200000000000001,75174.0,1.0,0.0,75174
China,Qingyuan,23.7146,113.0297,735,CHN,0.10200000000000001,74970.0,1.0,0.0,74970
China,Jincheng,35.4865,112.8515,734,CHN,0.10200000000000001,74868.0,1.0,0.0,74868
Angola,Cuito,-12.383,16.933,535,AGO,0.20700000000000002,110745.0,0.7370891571,0.0880786613967893,74439
Indonesia,Pekan Baru,0.5333,101.45,1205,IDN,0.06199999999999999,74710.0,0.9959999847000001,9.424091293893e-06,74410
China,Anqing,30.543,117.0533,727,CHN,0.10200000000000001,74154.0,1.0,0.0,74154
Mexico,Reynosa,26.0833,-98.2833,899,MEX,0.08299999999999999,74617.0,0.9980000305,0.0054642808223601,74061
Mexico,Villahermosa,17.9833,-92.9167,898,MEX,0.08299999999999999,74534.0,0.9980000305,0.0054642808223601,73978
Russian Federation,Krasnoyarsk,56.0097,92.7917,1137,RUS,0.065,73905.0,1.0,0.0,73905
Russian Federation,Rostov-na-Donu (Rostov-on-Don),47.2178,39.7032,1136,RUS,0.065,73840.0,1.0,0.0,73840
Russian Federation,Ufa,54.7852,56.0456,1136,RUS,0.065,73840.0,1.0,0.0,73840
China,Meishan,30.0761,103.8456,723,CHN,0.10200000000000001,73746.0,1.0,0.0,73746
China,Danyang,32.0008,119.5745,719,CHN,0.10200000000000001,73338.0,1.0,0.0,73338
China,Zhumadian,32.9794,114.0294,716,CHN,0.10200000000000001,73032.0,1.0,0.0,73032
China,Gaomi,36.3833,119.7528,716,CHN,0.10200000000000001,73032.0,1.0,0.0,73032
China,Jiamusi,46.7979,130.3302,716,CHN,0.10200000000000001,73032.0,1.0,0.0,73032
Colombia,Bogotá,4.6097,-74.0818,10978,COL,0.006999999999999999,76846.0,1.0,0.04991105651543679,73011
China,"Xianyang, Shaanxi",34.3386,108.7015,715,CHN,0.10200000000000001,72930.0,1.0,0.0,72930
China,Hanchuan,30.6516,113.8329,715,CHN,0.10200000000000001,72930.0,1.0,0.0,72930
China,Shaoyang,27.2403,111.4709,714,CHN,0.10200000000000001,72828.0,1.0,0.0,72828
India,Dehradun,30.3167,78.0333,919,IND,0.079,72601.0,1.0,0.0023652678315167997,72429
China,Linhai,28.8529,121.1403,709,CHN,0.10200000000000001,72318.0,1.0,0.0,72318
China,Erduosi (Ordoss),39.5917,109.7666,707,CHN,0.10200000000000001,72114.0,1.0,0.0,72114
China,Panzhihua,26.5851,101.7128,707,CHN,0.10200000000000001,72114.0,1.0,0.0,72114
Indonesia,Bogor,-6.6065,106.8019,1160,IDN,0.06199999999999999,71920.0,0.9959999847000001,9.424091293893e-06,71632
China,Tongliao,43.6125,122.2653,702,CHN,0.10200000000000001,71604.0,1.0,0.0,71604
Mexico,Hermosillo,29.0845,-110.9672,868,MEX,0.08299999999999999,72044.0,0.9980000305,0.0054642808223601,71507
China,"Suining, Sichuan",30.5236,105.5639,700,CHN,0.10200000000000001,71400.0,1.0,0.0,71400
Thailand,Nakhon Ratchasima,14.9707,102.102,774,THA,0.092,71208.0,1.0,0.0,71208
Angola,Uige,-7.1069,15.4406,511,AGO,0.20700000000000002,105777.0,0.7370891571,0.0880786613967893,71100
China,Wuzhou,23.4832,111.2741,697,CHN,0.10200000000000001,71094.0,1.0,0.0,71094
China,Tongling,30.9363,117.8109,697,CHN,0.10200000000000001,71094.0,1.0,0.0,71094
China,"Yulin, Shaanxi",38.2838,109.7315,696,CHN,0.10200000000000001,70992.0,1.0,0.0,70992
China,Yanji,42.9075,129.5078,695,CHN,0.10200000000000001,70890.0,1.0,0.0,70890
China,Longyan,25.1072,117.0225,692,CHN,0.10200000000000001,70584.0,1.0,0.0,70584
Pakistan,Larkana,27.55,68.2167,534,PAK,0.131,69954.0,1.0,5.3788441201418994e-05,69950
Pakistan,Sukkur,27.7,68.8667,534,PAK,0.131,69954.0,1.0,5.3788441201418994e-05,69950
Mexico,Tuxtla Gutierrez,16.75,-93.1167,848,MEX,0.08299999999999999,70384.0,0.9980000305,0.0054642808223601,69859
Russian Federation,Perm,58.0174,56.2855,1071,RUS,0.065,69615.0,1.0,0.0,69615
China,Anqiu,36.4342,119.1925,682,CHN,0.10200000000000001,69564.0,1.0,0.0,69564
China,Dazhou,31.2159,107.5009,682,CHN,0.10200000000000001,69564.0,1.0,0.0,69564
Russian Federation,Voronezh,51.672,39.1843,1068,RUS,0.065,69420.0,1.0,0.0,69420
China,Yuyao,30.0426,121.1531,679,CHN,0.10200000000000001,69258.0,1.0,0.0,69258
China,Yan'an,36.5967,109.4838,679,CHN,0.10200000000000001,69258.0,1.0,0.0,69258
Mexico,Culiacán,24.7994,-107.3897,839,MEX,0.08299999999999999,69637.0,0.9980000305,0.0054642808223601,69118
Sudan,Wad Medani,14.4012,33.5199,374,SDN,0.2285,85459.0,0.8151765442,0.0086985068576302,69058
China,Dongtai,32.8523,120.3095,677,CHN,0.10200000000000001,69054.0,1.0,0.0,69054
China,Yuncheng,35.0231,110.9928,675,CHN,0.10200000000000001,68850.0,1.0,0.0,68850
China,Dengzhou,32.6822,112.0819,674,CHN,0.10200000000000001,68748.0,1.0,0.0,68748
China,Ezhou,30.4001,114.8846,668,CHN,0.10200000000000001,68136.0,1.0,0.0,68136
Pakistan,Sheikhupura,31.7131,73.9783,517,PAK,0.131,67727.0,1.0,5.3788441201418994e-05,67723
India,Bhiwandi,19.3,73.0667,859,IND,0.079,67861.0,1.0,0.0023652678315167997,67700
Viet Nam,Vungtau,10.346,107.0843,418,VNM,0.162,67716.0,1.0,0.00043529444741465906,67687
China,Yuxi,24.3567,102.5395,663,CHN,0.10200000000000001,67626.0,1.0,0.0,67626
Indonesia,Bandar Lampung,-5.4254,105.258,1092,IDN,0.06199999999999999,67704.0,0.9959999847000001,9.424091293893e-06,67433
India,Guntur,16.3,80.45,854,IND,0.079,67466.0,1.0,0.0023652678315167997,67306
Sudan,Kassala,15.451,36.4,364,SDN,0.2285,83174.0,0.8151765442,0.0086985068576302,67212
Brazil,Rio de Janeiro,-22.9028,-43.2075,13458,BRA,0.005,67290.0,1.0,0.0042300844605159,67005
China,Zhangjiagang,31.865,120.5389,656,CHN,0.10200000000000001,66912.0,1.0,0.0,66912
Viet Nam,Thu Dau Mot,10.9667,106.65,413,VNM,0.162,66906.0,1.0,0.00043529444741465906,66877
China,Taicang,31.4549,121.1172,654,CHN,0.10200000000000001,66708.0,1.0,0.0,66708
China,Zhoukou,33.6174,114.6461,650,CHN,0.10200000000000001,66300.0,1.0,0.0,66300
China,Zhoushan,29.9885,122.2135,647,CHN,0.10200000000000001,65994.0,1.0,0.0,65994
Sudan,Al Gadarif,14.0349,35.3834,357,SDN,0.2285,81574.0,0.8151765442,0.0086985068576302,65919
China,Neijiang,29.5835,105.0622,646,CHN,0.10200000000000001,65892.0,1.0,0.0,65892
India,Puducherry,11.93,79.83,836,IND,0.079,66044.0,1.0,0.0023652678315167997,65888
China,Qinzhou,21.9681,108.6214,644,CHN,0.10200000000000001,65688.0,1.0,0.0,65688
Russian Federation,Volgograd,48.7194,44.5018,1005,RUS,0.065,65325.0,1.0,0.0,65325
China,Renqiu,38.6989,116.0936,640,CHN,0.10200000000000001,65280.0,1.0,0.0,65280
Indonesia,Tasikmalaya,-7.3506,108.2172,1056,IDN,0.06199999999999999,65472.0,0.9959999847000001,9.424091293893e-06,65209
China,Hegang,47.3443,130.2937,639,CHN,0.10200000000000001,65178.0,1.0,0.0,65178
China,Loudi,27.7344,111.9944,639,CHN,0.10200000000000001,65178.0,1.0,0.0,65178
China,Bijie,27.307,105.2837,638,CHN,0.10200000000000001,65076.0,1.0,0.0,65076
China,Ankang,32.6912,109.0297,636,CHN,0.10200000000000001,64872.0,1.0,0.0,64872
Viet Nam,Hue,16.4667,107.6,400,VNM,0.162,64800.0,1.0,0.00043529444741465906,64772
India,Firozabad,27.15,78.4167,821,IND,0.079,64859.0,1.0,0.0023652678315167997,64706
China,Puyang,35.7705,115.0438,632,CHN,0.10200000000000001,64464.0,1.0,0.0,64464
China,Longhai,24.4462,117.809,631,CHN,0.10200000000000001,64362.0,1.0,0.0,64362
China,Tongxiang,30.6296,120.5536,630,CHN,0.10200000000000001,64260.0,1.0,0.0,64260
China,Wuhai,39.6647,106.8122,630,CHN,0.10200000000000001,64260.0,1.0,0.0,64260
Mexico,Xalapa,19.5377,-96.9137,776,MEX,0.08299999999999999,64408.0,0.9980000305,0.0054642808223601,63928
China,Haimen,31.8952,121.1684,626,CHN,0.10200000000000001,63852.0,1.0,0.0,63852
China,Hezhou,24.4152,111.554,625,CHN,0.10200000000000001,63750.0,1.0,0.0,63750
China,Sanya,18.2676,109.5034,625,CHN,0.10200000000000001,63750.0,1.0,0.0,63750
China,"Yulin, Guangxi",22.6339,110.1533,614,CHN,0.10200000000000001,62628.0,1.0,0.0,62628
Indonesia,Samarinda,-0.4948,117.1436,1010,IDN,0.06199999999999999,62620.0,0.9959999847000001,9.424091293893e-06,62369
Russian Federation,Krasnodar,45.0488,38.9725,957,RUS,0.065,62205.0,1.0,0.0,62205
Zimbabwe,Chitungwiza,-18.0127,31.0756,386,ZWE,0.20199999999999999,77972.0,0.8571547699,0.0735905283060626,61916
China,Hanzhong,33.0728,107.0303,605,CHN,0.10200000000000001,61710.0,1.0,0.0,61710
China,Miluo,28.8069,113.0721,604,CHN,0.10200000000000001,61608.0,1.0,0.0,61608
China,Anshun,26.2444,105.9324,600,CHN,0.10200000000000001,61200.0,1.0,0.0,61200
China,Jinzhong,37.6882,112.7349,600,CHN,0.10200000000000001,61200.0,1.0,0.0,61200
China,"Yichun, Heilongjiang",47.7245,128.8337,598,CHN,0.10200000000000001,60996.0,1.0,0.0,60996
Indonesia,Denpasar,-8.65,115.2167,987,IDN,0.06199999999999999,61194.0,0.9959999847000001,9.424091293893e-06,60949
India,Bikaner,28.0167,73.3,772,IND,0.079,60988.0,1.0,0.0023652678315167997,60844
Pakistan,Rahim Yar Khan,28.4151,70.2997,464,PAK,0.131,60784.0,1.0,5.3788441201418994e-05,60781
China,Siping,43.1633,124.3686,594,CHN,0.10200000000000001,60588.0,1.0,0.0,60588
Indonesia,Padang,-0.9492,100.3543,980,IDN,0.06199999999999999,60760.0,0.9959999847000001,9.424091293893e-06,60516
China,Sihui,23.3462,112.6958,591,CHN,0.10200000000000001,60282.0,1.0,0.0,60282
India,Cherthala,9.6835,76.3367,764,IND,0.079,60356.0,1.0,0.0023652678315167997,60213
China,Xiantao,30.3718,113.4484,589,CHN,0.10200000000000001,60078.0,1.0,0.0,60078
China,Enshi,30.2902,109.4785,587,CHN,0.10200000000000001,59874.0,1.0,0.0,59874
India,Gorakhpur,26.7599,83.3714,758,IND,0.079,59882.0,1.0,0.0023652678315167997,59740
China,Shishi,24.7367,118.634,585,CHN,0.10200000000000001,59670.0,1.0,0.0,59670
China,Fuqing,25.725,119.3794,585,CHN,0.10200000000000001,59670.0,1.0,0.0,59670
Angola,Lobito,-12.364,13.536,426,AGO,0.20700000000000002,88182.0,0.7370891571,0.0880786613967893,59273
India,Amravati,20.9333,77.75,752,IND,0.079,59408.0,1.0,0.0023652678315167997,59267
India,Nellore,14.4463,79.9842,751,IND,0.079,59329.0,1.0,0.0023652678315167997,59189
Pakistan,Dera Ghazikhan,30.05,70.6333,451,PAK,0.131,59081.0,1.0,5.3788441201418994e-05,59078
China,Qitaihe,45.7671,130.975,579,CHN,0.10200000000000001,59058.0,1.0,0.0,59058
China,Jingjiang,32.012,120.2627,578,CHN,0.10200000000000001,58956.0,1.0,0.0,58956
China,Daye,30.0987,114.9703,578,CHN,0.10200000000000001,58956.0,1.0,0.0,58956
China,Xinmi,34.5355,113.389,576,CHN,0.10200000000000001,58752.0,1.0,0.0,58752
China,Sanhe,39.9819,117.0713,576,CHN,0.10200000000000001,58752.0,1.0,0.0,58752
India,Cuttack,20.465,85.8793,742,IND,0.079,58618.0,1.0,0.0023652678315167997,58479
China,Tonghua,41.7201,125.9281,573,CHN,0.10200000000000001,58446.0,1.0,0.0,58446
Mexico,Oaxaca de Juárez,17.05,-96.7167,705,MEX,0.08299999999999999,58515.0,0.9980000305,0.0054642808223601,58079
Chile,Valparaíso,-33.0393,-71.6273,984,CHL,0.059000000000000004,58056.0,1.0,0.0041409459971694,57816
China,Cenxi,22.9191,110.9945,566,CHN,0.10200000000000001,57732.0,1.0,0.0,57732
China,Dongyang,29.2753,120.2303,566,CHN,0.10200000000000001,57732.0,1.0,0.0,57732
China,Hebi,35.747,114.2956,566,CHN,0.10200000000000001,57732.0,1.0,0.0,57732
China,Shuozhou,39.3158,112.4225,563,CHN,0.10200000000000001,57426.0,1.0,0.0,57426
Pakistan,Jhang,31.267,72.3126,438,PAK,0.131,57378.0,1.0,5.3788441201418994e-05,57375
China,Zaoyang,32.1272,112.7542,562,CHN,0.10200000000000001,57324.0,1.0,0.0,57324
China,Cangzhou,38.3167,116.8667,561,CHN,0.10200000000000001,57222.0,1.0,0.0,57222
China,Sanmenxia,34.7715,111.2038,561,CHN,0.10200000000000001,57222.0,1.0,0.0,57222
India,Belgaum,15.8521,74.5045,725,IND,0.079,57275.0,1.0,0.0023652678315167997,57140
China,Xinyi,34.3668,118.343,560,CHN,0.10200000000000001,57120.0,1.0,0.0,57120
China,"Yiyang, Hunan",28.5666,112.3487,559,CHN,0.10200000000000001,57018.0,1.0,0.0,57018
India,Muzaffarnagar,29.4667,77.6833,717,IND,0.079,56643.0,1.0,0.0023652678315167997,56509
Pakistan,Sahiwal,30.6646,73.1093,431,PAK,0.131,56461.0,1.0,5.3788441201418994e-05,56458
India,Malegaon,20.55,74.5333,716,IND,0.079,56564.0,1.0,0.0023652678315167997,56430
China,Weinan,34.5036,109.5089,553,CHN,0.10200000000000001,56406.0,1.0,0.0,56406
China,Jiaozhou,36.2839,120.0033,552,CHN,0.10200000000000001,56304.0,1.0,0.0,56304
China,Feicheng,36.1854,116.7674,551,CHN,0.10200000000000001,56202.0,1.0,0.0,56202
India,Mangalore,12.9172,74.856,713,IND,0.079,56327.0,1.0,0.0023652678315167997,56194
Mexico,Celaya,20.5167,-100.8167,681,MEX,0.08299999999999999,56523.0,0.9980000305,0.0054642808223601,56102
China,Zhaodong,46.0668,125.9896,550,CHN,0.10200000000000001,56100.0,1.0,0.0,56100
China,Tongchuan,34.8988,108.9506,547,CHN,0.10200000000000001,55794.0,1.0,0.0,55794
China,Shouguang,36.8788,118.7482,544,CHN,0.10200000000000001,55488.0,1.0,0.0,55488
India,Jammu,32.7278,74.8569,702,IND,0.079,55458.0,1.0,0.0023652678315167997,55327
Pakistan,Wah,33.7641,72.745,422,PAK,0.131,55282.0,1.0,5.3788441201418994e-05,55279
China,Dengfeng,34.4553,113.0281,541,CHN,0.10200000000000001,55182.0,1.0,0.0,55182
India,Bhavnagar,21.7667,72.15,700,IND,0.079,55300.0,1.0,0.0023652678315167997,55169
China,Chaoyang,41.5773,120.4511,539,CHN,0.10200000000000001,54978.0,1.0,0.0,54978
China,Guangyuan,32.442,105.823,539,CHN,0.10200000000000001,54978.0,1.0,0.0,54978
Pakistan,Gujrat,32.5667,74.0833,419,PAK,0.131,54889.0,1.0,5.3788441201418994e-05,54886
India,Kottayam,9.5833,76.5167,696,IND,0.079,54984.0,1.0,0.0023652678315167997,54854
Russian Federation,Saratov,51.5406,46.0086,843,RUS,0.065,54795.0,1.0,0.0,54795
Russian Federation,Tyumen,57.1522,65.5272,843,RUS,0.065,54795.0,1.0,0.0,54795
Iran (Islamic Republic of),Tehran,35.6944,51.4215,9135,IRN,0.006,54810.0,1.0,0.0005627069160749399,54779
India,Kayamkulam,9.1666,76.5043,695,IND,0.079,54905.0,1.0,0.0023652678315167997,54775
Indonesia,Malang,-7.9797,112.6304,887,IDN,0.06199999999999999,54994.0,0.9959999847000001,9.424091293893e-06,54774
China,Gaozhou,21.9159,110.8499,537,CHN,0.10200000000000001,54774.0,1.0,0.0,54774
India,Nanded Waghala,19.1618,77.3137,690,IND,0.079,54510.0,1.0,0.0023652678315167997,54381
Romania,Bucuresti (Bucharest),44.4328,26.1043,1803,ROU,0.03,54090.0,1.0,0.0041631763244583,53865
China,Haining,30.5273,120.6897,528,CHN,0.10200000000000001,53856.0,1.0,0.0,53856
China,Yongkang,28.9033,120.0328,526,CHN,0.10200000000000001,53652.0,1.0,0.0,53652
China,Pingdu,36.7808,119.9592,525,CHN,0.10200000000000001,53550.0,1.0,0.0,53550
China,Taishan,22.2504,112.7943,525,CHN,0.10200000000000001,53550.0,1.0,0.0,53550
India,Tirupati,13.65,79.4167,679,IND,0.079,53641.0,1.0,0.0023652678315167997,53514
China,Heyuan,23.7509,114.6992,524,CHN,0.10200000000000001,53448.0,1.0,0.0,53448
Viet Nam,Nha Trang,12.25,109.1833,329,VNM,0.162,53298.0,1.0,0.00043529444741465906,53275
China,Chuzhou,32.2985,118.3164,522,CHN,0.10200000000000001,53244.0,1.0,0.0,53244
India,Durgapur,23.5204,87.3119,675,IND,0.079,53325.0,1.0,0.0023652678315167997,53199
Thailand,Samut Sakhon,13.5475,100.2736,578,THA,0.092,53176.0,1.0,0.0,53176
China,Longkou,37.6417,120.5199,521,CHN,0.10200000000000001,53142.0,1.0,0.0,53142
India,Gulbarga,17.3333,76.8333,673,IND,0.079,53167.0,1.0,0.0023652678315167997,53041
China,Qingzhou,36.6845,118.4796,520,CHN,0.10200000000000001,53040.0,1.0,0.0,53040
China,Dali,25.59,100.2235,515,CHN,0.10200000000000001,52530.0,1.0,0.0,52530
Thailand,Udon Thani,17.4157,102.7859,570,THA,0.092,52440.0,1.0,0.0,52440
China,Shizuishan,39.2333,106.7694,514,CHN,0.10200000000000001,52428.0,1.0,0.0,52428
India,Kurnool,15.8267,78.0352,665,IND,0.079,52535.0,1.0,0.0023652678315167997,52411
China,Songyuan,27.6217,119.0592,513,CHN,0.10200000000000001,52326.0,1.0,0.0,52326
China,Qianjiang,30.4221,112.8925,512,CHN,0.10200000000000001,52224.0,1.0,0.0,52224
Mexico,Pachuca de Soto,20.117,-98.7333,633,MEX,0.08299999999999999,52539.0,0.9980000305,0.0054642808223601,52147
China,Gongyi,34.76,112.9714,511,CHN,0.10200000000000001,52122.0,1.0,0.0,52122
China,Shangyu,30.0311,120.8722,511,CHN,0.10200000000000001,52122.0,1.0,0.0,52122
China,Changning,26.4078,112.3957,510,CHN,0.10200000000000001,52020.0,1.0,0.0,52020
Mexico,Durango,24.0333,-104.6667,631,MEX,0.08299999999999999,52373.0,0.9980000305,0.0054642808223601,51983
Viet Nam,Long Xuyen,10.3833,105.4167,321,VNM,0.162,52002.0,1.0,0.00043529444741465906,51979
China,Yanshi,34.7293,112.7799,508,CHN,0.10200000000000001,51816.0,1.0,0.0,51816
China,Gaoyou,32.7791,119.447,508,CHN,0.10200000000000001,51816.0,1.0,0.0,51816
Chile,Concepción,-36.827,-73.0498,881,CHL,0.059000000000000004,51979.0,1.0,0.0041409459971694,51764
China,Laixi,36.8651,120.5238,505,CHN,0.10200000000000001,51510.0,1.0,0.0,51510
Pakistan,Okara,30.8081,73.4458,393,PAK,0.131,51483.0,1.0,5.3788441201418994e-05,51480
China,Shuangyashan,46.6361,131.1539,503,CHN,0.10200000000000001,51306.0,1.0,0.0,51306
China,Chuxiong,25.0445,101.541,501,CHN,0.10200000000000001,51102.0,1.0,0.0,51102
China,Ziyang,30.1256,104.6305,500,CHN,0.10200000000000001,51000.0,1.0,0.0,51000
India,Jamnagar,22.4667,70.0667,645,IND,0.079,50955.0,1.0,0.0023652678315167997,50834
China,Jinjiang,24.8106,118.5773,498,CHN,0.10200000000000001,50796.0,1.0,0.0,50796
India,Jhansi,25.4333,78.5833,643,IND,0.079,50797.0,1.0,0.0023652678315167997,50677
Thailand,Chiang Rai,19.9083,99.8325,550,THA,0.092,50600.0,1.0,0.0,50600
Kyrgyzstan,Bishkek,42.87,74.59,1038,KGZ,0.049,50862.0,0.9950406647,0.000223823737556536,50598
China,Zhongxiang,31.1661,112.5831,492,CHN,0.10200000000000001,50184.0,1.0,0.0,50184
China,Nanping,26.6433,118.1741,491,CHN,0.10200000000000001,50082.0,1.0,0.0,50082
India,Erode,11.3428,77.7274,635,IND,0.079,50165.0,1.0,0.0023652678315167997,50046
Pakistan,Kasur,31.115,74.4547,382,PAK,0.131,50042.0,1.0,5.3788441201418994e-05,50039
China,Changge,34.2224,113.7736,490,CHN,0.10200000000000001,49980.0,1.0,0.0,49980
